protein.key_protein.Accession,protein.Description,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep2_Merged_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep3_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep2_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep3_001_Merged_Spectrum_IA_final_protein,Present_NumFiles
17134_TBD2A_HUMAN,TBC1 domain family member 2A OS=Homo sapiens GN=TBC1D2 PE=1 SV=3,10.5903,NaN,NaN,0.5221,NaN,5.8967,3
7561_HMCS1_HUMAN,Hydroxymethylglutaryl-CoA synthase_ cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2,3.7304,NaN,NaN,0.8325,1.0412,NaN,3
4085_CTTB2_HUMAN,Cortactin-binding protein 2 OS=Homo sapiens GN=CTTNBP2 PE=1 SV=1,NaN,NaN,NaN,5.5870,1.3140,5.2810,3
399_ACTC_HUMAN,Actin_ alpha cardiac muscle 1 OS=Homo sapiens GN=ACTC1 PE=1 SV=1,60.1156,NaN,NaN,6.3688,NaN,12.4332,3
6089_FGD6_HUMAN,FYVE_ RhoGEF and PH domain-containing protein 6 OS=Homo sapiens GN=FGD6 PE=1 SV=2,8.0454,NaN,1.3428,4.5860,NaN,NaN,3
16411_SPT6H_HUMAN,Transcription elongation factor SPT6 OS=Homo sapiens GN=SUPT6H PE=1 SV=2,8.3512,NaN,NaN,NaN,7.0282,14.4676,3
10403_MKRN2_HUMAN,Probable E3 ubiquitin-protein ligase makorin-2 OS=Homo sapiens GN=MKRN2 PE=1 SV=2,1.1309,NaN,NaN,NaN,0.5264,1.1472,3
7265_GUC2D_HUMAN,Retinal guanylyl cyclase 1 OS=Homo sapiens GN=GUCY2D PE=1 SV=2,NaN,NaN,0.5938,0.9015,NaN,2.9360,3
3154_CK054_HUMAN,Ester hydrolase C11orf54 OS=Homo sapiens GN=C11orf54 PE=1 SV=1,2.9312,NaN,NaN,NaN,0.2981,0.3650,3
7614_HNRC2_HUMAN,Heterogeneous nuclear ribonucleoprotein C-like 2 OS=Homo sapiens GN=HNRNPCL2 PE=2 SV=1,0.0667,NaN,0.0155,NaN,NaN,0.0773,3
3476_CO040_HUMAN,UPF0235 protein C15orf40 OS=Homo sapiens GN=C15orf40 PE=1 SV=2,0.3412,NaN,NaN,0.0868,0.0614,NaN,3
3505_CO5_HUMAN,Complement C5 OS=Homo sapiens GN=C5 PE=1 SV=4,NaN,NaN,NaN,3.7374,10.3998,26.3498,3
5927_FANCC_HUMAN,Fanconi anemia group C protein OS=Homo sapiens GN=FANCC PE=1 SV=1,1.5377,0.1958,NaN,NaN,0.7667,NaN,3
2451_CCHL_HUMAN,Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1,5.4235,NaN,NaN,0.0382,NaN,1.0952,3
13013_PI42A_HUMAN,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens GN=PIP4K2A PE=1 SV=2,2.5709,NaN,0.7133,NaN,0.2953,NaN,3
15949_SLBP_HUMAN,Histone RNA hairpin-binding protein OS=Homo sapiens GN=SLBP PE=1 SV=1,NaN,NaN,NaN,0.3233,0.2947,1.2497,3
20012_ZN773_HUMAN,Zinc finger protein 773 OS=Homo sapiens GN=ZNF773 PE=2 SV=1,1.4288,0.4899,NaN,1.3347,NaN,NaN,3
14046_RAB6C_HUMAN,Ras-related protein Rab-6C OS=Homo sapiens GN=RAB6C PE=1 SV=2,0.5705,NaN,0.2473,NaN,NaN,0.2775,3
3128_CJ090_HUMAN,Centrosomal protein C10orf90 OS=Homo sapiens GN=C10orf90 PE=2 SV=2,NaN,NaN,NaN,1.7011,0.3602,1.7724,3
2111_CANT1_HUMAN,Soluble calcium-activated nucleotidase 1 OS=Homo sapiens GN=CANT1 PE=1 SV=1,26.3957,NaN,0.2422,NaN,0.4606,NaN,3
3333_CLP1_HUMAN,Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Homo sapiens GN=CLP1 PE=1 SV=1,5.7768,NaN,NaN,NaN,9.0634,15.3470,3
13533_PRAF3_HUMAN,PRA1 family protein 3 OS=Homo sapiens GN=ARL6IP5 PE=1 SV=1,NaN,NaN,0.2575,0.1481,NaN,0.7189,3
11420_NOMO3_HUMAN,Nodal modulator 3 OS=Homo sapiens GN=NOMO3 PE=2 SV=2,NaN,NaN,0.4655,NaN,10.2500,11.9611,3
2090_CAMP2_HUMAN,Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens GN=CAMSAP2 PE=1 SV=3,NaN,NaN,NaN,19.8279,54.0777,4.5666,3
5443_ES8L2_HUMAN,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2,NaN,NaN,NaN,1.2200,1.0750,3.3214,3
9900_MA7D1_HUMAN,MAP7 domain-containing protein 1 OS=Homo sapiens GN=MAP7D1 PE=1 SV=1,3.2124,NaN,NaN,NaN,3.8970,1.5843,3
4008_CT194_HUMAN,Uncharacterized protein C20orf194 OS=Homo sapiens GN=C20orf194 PE=1 SV=1,NaN,NaN,3.2522,0.2655,NaN,6.0674,3
4403_DCTN4_HUMAN,Dynactin subunit 4 OS=Homo sapiens GN=DCTN4 PE=1 SV=1,6.8124,NaN,NaN,0.5401,NaN,1.8076,3
17727_TMED5_HUMAN,Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens GN=TMED5 PE=1 SV=1,NaN,NaN,0.3948,0.4145,NaN,0.3140,3
1016_AR6P4_HUMAN,ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Homo sapiens GN=ARL6IP4 PE=1 SV=2,1.0333,NaN,NaN,NaN,1.2759,0.8310,3
643_AKTS1_HUMAN,Proline-rich AKT1 substrate 1 OS=Homo sapiens GN=AKT1S1 PE=1 SV=1,NaN,NaN,0.2767,NaN,0.2811,0.4470,3
11624_NT5D3_HUMAN,5'-nucleotidase domain-containing protein 3 OS=Homo sapiens GN=NT5DC3 PE=2 SV=1,2.6145,NaN,NaN,1.1936,NaN,1.8543,3
3759_CPSF6_HUMAN,Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6 PE=1 SV=2,14.0263,NaN,NaN,NaN,5.0455,3.7135,3
17884_TO20L_HUMAN,TOMM20-like protein 1 OS=Homo sapiens GN=TOMM20L PE=2 SV=1,0.3952,0.0420,0.0935,NaN,NaN,NaN,3
7597_HMOX1_HUMAN,Heme oxygenase 1 OS=Homo sapiens GN=HMOX1 PE=1 SV=1,NaN,NaN,NaN,0.6478,0.6504,2.1797,3
15339_SAAL1_HUMAN,Protein SAAL1 OS=Homo sapiens GN=SAAL1 PE=1 SV=2,2.0817,NaN,NaN,0.4656,NaN,1.8364,3
12809_PDRG1_HUMAN,p53 and DNA damage-regulated protein 1 OS=Homo sapiens GN=PDRG1 PE=1 SV=2,0.2208,NaN,0.2043,0.1188,NaN,NaN,3
536_AFAP1_HUMAN,Actin filament-associated protein 1 OS=Homo sapiens GN=AFAP1 PE=1 SV=2,2.1895,NaN,0.3865,NaN,NaN,5.1079,3
11984_OGDHL_HUMAN,2-oxoglutarate dehydrogenase-like_ mitochondrial OS=Homo sapiens GN=OGDHL PE=1 SV=3,NaN,NaN,NaN,0.9924,1.3663,1.1069,3
12426_P4K2A_HUMAN,Phosphatidylinositol 4-kinase type 2-alpha OS=Homo sapiens GN=PI4K2A PE=1 SV=1,2.3277,NaN,NaN,NaN,0.3688,0.9572,3
9291_LCA5L_HUMAN,Lebercilin-like protein OS=Homo sapiens GN=LCA5L PE=2 SV=1,3.0283,1.3043,NaN,2.9030,NaN,NaN,3
6685_GFAP_HUMAN,Glial fibrillary acidic protein OS=Homo sapiens GN=GFAP PE=1 SV=1,NaN,NaN,NaN,0.5449,2.6890,1.3943,3
12388_P20D2_HUMAN,Peptidase M20 domain-containing protein 2 OS=Homo sapiens GN=PM20D2 PE=1 SV=2,NaN,NaN,0.3108,0.2361,NaN,0.6273,3
9234_LAMA5_HUMAN,Laminin subunit alpha-5 OS=Homo sapiens GN=LAMA5 PE=1 SV=8,27.2457,NaN,20.2438,5.4442,NaN,NaN,3
19810_ZN487_HUMAN,Putative zinc finger protein 487 OS=Homo sapiens GN=ZNF487 PE=5 SV=3,1.1568,0.7273,4.0472,NaN,NaN,NaN,3
4807_DPOD2_HUMAN,DNA polymerase delta subunit 2 OS=Homo sapiens GN=POLD2 PE=1 SV=1,1.2281,NaN,NaN,NaN,0.8766,2.4902,3
16539_SSU72_HUMAN,RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Homo sapiens GN=SSU72 PE=1 SV=1,NaN,NaN,0.2892,0.0784,NaN,0.6581,3
15743_SGSM1_HUMAN,Small G protein signaling modulator 1 OS=Homo sapiens GN=SGSM1 PE=1 SV=2,NaN,NaN,NaN,5.5566,4.1960,3.2445,3
8803_KI20A_HUMAN,Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1,NaN,NaN,NaN,9.4020,4.2950,1.5279,3
2970_CHD1_HUMAN,Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens GN=CHD1 PE=1 SV=2,NaN,NaN,NaN,2.2906,14.0021,4.5185,3
6683_GEPH_HUMAN,Gephyrin OS=Homo sapiens GN=GPHN PE=1 SV=1,NaN,NaN,0.8702,1.2072,NaN,3.1398,3
917_AP3B2_HUMAN,AP-3 complex subunit beta-2 OS=Homo sapiens GN=AP3B2 PE=1 SV=2,4.9817,NaN,1.0264,NaN,0.8204,NaN,3
15012_RT30_HUMAN,28S ribosomal protein S30_ mitochondrial OS=Homo sapiens GN=MRPS30 PE=1 SV=2,0.9285,0.1209,NaN,NaN,NaN,2.8959,3
791_ANK3_HUMAN,Ankyrin-3 OS=Homo sapiens GN=ANK3 PE=1 SV=3,31.8785,NaN,NaN,31.7827,NaN,17.3030,3
5941_FARP2_HUMAN,FERM_ RhoGEF and pleckstrin domain-containing protein 2 OS=Homo sapiens GN=FARP2 PE=1 SV=3,8.1413,0.3096,NaN,NaN,NaN,5.8919,3
16678_STRN4_HUMAN,Striatin-4 OS=Homo sapiens GN=STRN4 PE=1 SV=2,NaN,NaN,NaN,3.4615,1.2012,1.9336,3
11560_NRBP_HUMAN,Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1,4.6263,NaN,NaN,0.4251,3.5307,NaN,3
11404_NOG2_HUMAN,Nucleolar GTP-binding protein 2 OS=Homo sapiens GN=GNL2 PE=1 SV=1,3.6397,0.9256,NaN,NaN,NaN,4.0961,3
4502_DEOC_HUMAN,Deoxyribose-phosphate aldolase OS=Homo sapiens GN=DERA PE=1 SV=2,6.9002,NaN,NaN,0.1308,NaN,8.7723,3
11961_ODB2_HUMAN,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex_ mitochondrial OS=Homo sapiens GN=DBT PE=1 SV=3,5.9303,NaN,NaN,0.3805,1.8011,NaN,3
9426_LIMS1_HUMAN,LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens GN=LIMS1 PE=1 SV=4,NaN,NaN,NaN,0.7689,0.7558,0.7438,3
16782_SYCM_HUMAN,Probable cysteine--tRNA ligase_ mitochondrial OS=Homo sapiens GN=CARS2 PE=1 SV=1,NaN,0.7057,1.1920,NaN,NaN,1.1853,3
3757_CPSF4_HUMAN,Cleavage and polyadenylation specificity factor subunit 4 OS=Homo sapiens GN=CPSF4 PE=1 SV=1,0.3865,0.9348,NaN,0.2702,NaN,NaN,3
18956_VWA8_HUMAN,von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2,15.3527,NaN,NaN,4.8313,NaN,15.0119,3
3232_CLAT_HUMAN,Choline O-acetyltransferase OS=Homo sapiens GN=CHAT PE=1 SV=4,0.5367,NaN,0.7326,NaN,NaN,0.7782,3
11949_OCAD2_HUMAN,OCIA domain-containing protein 2 OS=Homo sapiens GN=OCIAD2 PE=1 SV=1,0.5834,NaN,NaN,NaN,0.3209,0.3006,3
14028_RAB37_HUMAN,Ras-related protein Rab-37 OS=Homo sapiens GN=RAB37 PE=1 SV=3,0.0602,NaN,NaN,NaN,1.6710,0.0938,3
10590_MRCKG_HUMAN,Serine/threonine-protein kinase MRCK gamma OS=Homo sapiens GN=CDC42BPG PE=1 SV=2,30.1357,NaN,NaN,7.3903,NaN,11.7064,3
14990_RT06_HUMAN,28S ribosomal protein S6_ mitochondrial OS=Homo sapiens GN=MRPS6 PE=1 SV=3,0.3932,NaN,NaN,0.0710,NaN,0.2349,3
9857_M3K12_HUMAN,Mitogen-activated protein kinase kinase kinase 12 OS=Homo sapiens GN=MAP3K12 PE=1 SV=2,0.8315,0.3354,NaN,0.7368,NaN,NaN,3
14633_RM10_HUMAN,39S ribosomal protein L10_ mitochondrial OS=Homo sapiens GN=MRPL10 PE=1 SV=3,1.5949,NaN,0.4590,NaN,0.4695,NaN,3
17479_TIM14_HUMAN,Mitochondrial import inner membrane translocase subunit TIM14 OS=Homo sapiens GN=DNAJC19 PE=1 SV=3,0.3928,0.0349,NaN,0.0935,NaN,NaN,3
14058_RABL6_HUMAN,Rab-like protein 6 OS=Homo sapiens GN=RABL6 PE=1 SV=2,6.4256,NaN,NaN,NaN,0.4044,1.7131,3
14196_RBM39_HUMAN,RNA-binding protein 39 OS=Homo sapiens GN=RBM39 PE=1 SV=2,27.9291,NaN,NaN,2.6865,NaN,15.0467,3
8405_ITSN1_HUMAN,Intersectin-1 OS=Homo sapiens GN=ITSN1 PE=1 SV=3,31.0082,NaN,27.5452,NaN,NaN,85.6366,3
7945_IF1AX_HUMAN,Eukaryotic translation initiation factor 1A_ X-chromosomal OS=Homo sapiens GN=EIF1AX PE=1 SV=2,1.9653,NaN,NaN,NaN,0.4883,0.8901,3
19016_WDR46_HUMAN,WD repeat-containing protein 46 OS=Homo sapiens GN=WDR46 PE=1 SV=3,NaN,17.9832,NaN,NaN,2.5698,3.3972,3
15025_RTF1_HUMAN,RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens GN=RTF1 PE=1 SV=4,NaN,NaN,NaN,0.6482,1.1128,9.9376,3
5664_F184A_HUMAN,Protein FAM184A OS=Homo sapiens GN=FAM184A PE=2 SV=3,8.9793,NaN,NaN,1.1945,NaN,2.8763,3
15757_SH2B3_HUMAN,SH2B adapter protein 3 OS=Homo sapiens GN=SH2B3 PE=1 SV=2,NaN,1.0333,0.6640,NaN,NaN,2.3694,3
7111_GRAP1_HUMAN,GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1 PE=1 SV=1,4.3287,NaN,NaN,NaN,3.0394,4.5615,3
11708_NUFP2_HUMAN,Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens GN=NUFIP2 PE=1 SV=1,NaN,NaN,NaN,2.1628,2.7937,4.6711,3
4726_DNJC3_HUMAN,DnaJ homolog subfamily C member 3 OS=Homo sapiens GN=DNAJC3 PE=1 SV=1,NaN,NaN,1.0112,NaN,3.2693,3.1117,3
1781_BRPF3_HUMAN,Bromodomain and PHD finger-containing protein 3 OS=Homo sapiens GN=BRPF3 PE=1 SV=2,NaN,NaN,0.3182,NaN,6.0793,2.8294,3
10836_MYH7B_HUMAN,Myosin-7B OS=Homo sapiens GN=MYH7B PE=1 SV=3,NaN,NaN,NaN,10.9201,2.3189,28.8434,3
18346_TULP1_HUMAN,Tubby-related protein 1 OS=Homo sapiens GN=TULP1 PE=1 SV=3,NaN,NaN,11.3769,NaN,1.2786,21.5956,3
14006_RAB15_HUMAN,Ras-related protein Rab-15 OS=Homo sapiens GN=RAB15 PE=1 SV=1,4.5510,NaN,NaN,0.0277,NaN,0.4798,3
2830_CERS2_HUMAN,Ceramide synthase 2 OS=Homo sapiens GN=CERS2 PE=1 SV=1,2.6396,0.1579,NaN,NaN,NaN,1.1745,3
10050_MAVS_HUMAN,Mitochondrial antiviral-signaling protein OS=Homo sapiens GN=MAVS PE=1 SV=2,1.2290,NaN,NaN,NaN,0.3320,0.7701,3
9585_LRC14_HUMAN,Leucine-rich repeat-containing protein 14 OS=Homo sapiens GN=LRRC14 PE=2 SV=1,4.5796,NaN,3.1358,NaN,NaN,0.8259,3
4628_DJC11_HUMAN,DnaJ homolog subfamily C member 11 OS=Homo sapiens GN=DNAJC11 PE=1 SV=2,3.8566,NaN,0.7752,NaN,1.0760,NaN,3
845_ANR29_HUMAN,Ankyrin repeat domain-containing protein 29 OS=Homo sapiens GN=ANKRD29 PE=2 SV=2,0.1499,NaN,0.2953,NaN,NaN,0.6796,3
19394_Z3H7B_HUMAN,Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens GN=ZC3H7B PE=1 SV=1,NaN,NaN,NaN,0.4487,0.8202,18.9795,3
540_AFF4_HUMAN,AF4/FMR2 family member 4 OS=Homo sapiens GN=AFF4 PE=1 SV=1,18.0424,NaN,0.9362,2.1344,NaN,NaN,3
6783_GLCM_HUMAN,Glucosylceramidase OS=Homo sapiens GN=GBA PE=1 SV=3,NaN,NaN,NaN,0.7544,0.9358,4.4588,3
16022_SMD3_HUMAN,Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1,5.3596,NaN,0.6772,NaN,NaN,3.0500,3
5376_ERAL1_HUMAN,GTPase Era_ mitochondrial OS=Homo sapiens GN=ERAL1 PE=1 SV=2,NaN,NaN,NaN,0.9569,0.9005,1.1495,3
13864_PTPRD_HUMAN,Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2,NaN,NaN,NaN,25.4084,5.4994,24.6229,3
10000_MAP2_HUMAN,Methionine aminopeptidase 2 OS=Homo sapiens GN=METAP2 PE=1 SV=1,4.5910,3.9080,1.0772,NaN,NaN,NaN,3
20160_ZSA5A_HUMAN,Zinc finger and SCAN domain-containing protein 5A OS=Homo sapiens GN=ZSCAN5A PE=2 SV=1,0.2898,NaN,0.6814,0.0940,NaN,NaN,3
14420_RGS10_HUMAN,Regulator of G-protein signaling 10 OS=Homo sapiens GN=RGS10 PE=1 SV=2,2.4779,NaN,1.1330,NaN,NaN,1.6305,3
18517_UBE3C_HUMAN,Ubiquitin-protein ligase E3C OS=Homo sapiens GN=UBE3C PE=1 SV=3,9.2735,NaN,3.7075,NaN,1.1850,NaN,3
13_1A11_HUMAN,HLA class I histocompatibility antigen_ A-11 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1,0.2648,NaN,0.5875,NaN,NaN,2.6049,3
2680_CDN1A_HUMAN,Cyclin-dependent kinase inhibitor 1 OS=Homo sapiens GN=CDKN1A PE=1 SV=3,NaN,NaN,NaN,0.5704,0.1273,0.1859,3
5384_ERC2_HUMAN,ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3,NaN,NaN,14.9067,NaN,15.6553,14.3627,3
17550_TM109_HUMAN,Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1,4.0205,NaN,1.2730,NaN,2.0724,NaN,3
17926_TP53B_HUMAN,Tumor suppressor p53-binding protein 1 OS=Homo sapiens GN=TP53BP1 PE=1 SV=2,14.2784,NaN,NaN,2.9257,NaN,9.4469,3
10868_MYO5A_HUMAN,Unconventional myosin-Va OS=Homo sapiens GN=MYO5A PE=1 SV=2,120.8785,NaN,NaN,10.7461,NaN,11.2244,3
3749_CPNE9_HUMAN,Copine-9 OS=Homo sapiens GN=CPNE9 PE=1 SV=3,6.6678,NaN,0.2230,NaN,NaN,0.1105,3
2638_CDCA3_HUMAN,Cell division cycle-associated protein 3 OS=Homo sapiens GN=CDCA3 PE=1 SV=1,1.4698,NaN,NaN,0.7515,0.0974,NaN,3
14314_REN3B_HUMAN,Regulator of nonsense transcripts 3B OS=Homo sapiens GN=UPF3B PE=1 SV=1,NaN,NaN,NaN,0.9590,0.4122,0.6548,3
639_AKT1_HUMAN,RAC-alpha serine/threonine-protein kinase OS=Homo sapiens GN=AKT1 PE=1 SV=2,6.7054,1.2867,NaN,NaN,NaN,0.3931,3
17236_TDRD5_HUMAN,Tudor domain-containing protein 5 OS=Homo sapiens GN=TDRD5 PE=1 SV=3,19.2893,NaN,NaN,1.0957,NaN,10.1576,3
18784_VATB1_HUMAN,V-type proton ATPase subunit B_ kidney isoform OS=Homo sapiens GN=ATP6V1B1 PE=1 SV=3,2.1930,NaN,NaN,0.9238,NaN,0.5752,3
5803_FA45A_HUMAN,Protein FAM45A OS=Homo sapiens GN=FAM45A PE=2 SV=1,NaN,NaN,NaN,0.6471,0.2908,0.5753,3
16795_SYF1_HUMAN,Pre-mRNA-splicing factor SYF1 OS=Homo sapiens GN=XAB2 PE=1 SV=2,NaN,NaN,0.9983,NaN,3.2879,5.6402,3
13347_POMP_HUMAN,Proteasome maturation protein OS=Homo sapiens GN=POMP PE=1 SV=1,NaN,0.0503,NaN,NaN,0.3790,0.8243,3
4515_DESM_HUMAN,Desmin OS=Homo sapiens GN=DES PE=1 SV=3,4.5571,NaN,NaN,0.6725,NaN,0.2319,3
12938_PGRC1_HUMAN,Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3,1.4292,NaN,0.5837,NaN,NaN,2.2542,3
1056_ARHG2_HUMAN,Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=4,12.0283,NaN,NaN,1.6875,NaN,2.8048,3
80_1C17_HUMAN,HLA class I histocompatibility antigen_ Cw-17 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1,NaN,NaN,0.0248,NaN,0.0244,0.4381,3
8296_IQGA2_HUMAN,Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens GN=IQGAP2 PE=1 SV=4,18.8856,NaN,NaN,25.1333,NaN,40.0922,3
9824_LYRM4_HUMAN,LYR motif-containing protein 4 OS=Homo sapiens GN=LYRM4 PE=1 SV=1,NaN,0.0155,NaN,0.0574,NaN,0.0907,3
6930_GOGA7_HUMAN,Golgin subfamily A member 7 OS=Homo sapiens GN=GOLGA7 PE=1 SV=2,0.9541,NaN,NaN,NaN,0.2894,0.3417,3
698_ALPK2_HUMAN,Alpha-protein kinase 2 OS=Homo sapiens GN=ALPK2 PE=2 SV=3,NaN,NaN,NaN,2.7249,6.6776,9.9856,3
3177_CK5P2_HUMAN,CDK5 regulatory subunit-associated protein 2 OS=Homo sapiens GN=CDK5RAP2 PE=1 SV=5,33.8067,NaN,NaN,NaN,15.0129,71.5952,3
6927_GOGA3_HUMAN,Golgin subfamily A member 3 OS=Homo sapiens GN=GOLGA3 PE=1 SV=2,6.2091,NaN,NaN,12.7701,NaN,3.9722,3
4883_DSCR3_HUMAN,Down syndrome critical region protein 3 OS=Homo sapiens GN=DSCR3 PE=2 SV=1,1.4302,NaN,NaN,NaN,0.1932,0.1282,3
10335_MIC27_HUMAN,MICOS complex subunit MIC27 OS=Homo sapiens GN=APOOL PE=1 SV=1,0.8679,NaN,NaN,NaN,0.3931,0.4203,3
12578_PARP4_HUMAN,Poly [ADP-ribose] polymerase 4 OS=Homo sapiens GN=PARP4 PE=1 SV=3,NaN,4.1725,NaN,NaN,8.6662,12.0870,3
14066_RAD18_HUMAN,E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens GN=RAD18 PE=1 SV=2,0.9618,NaN,NaN,0.3904,NaN,1.7042,3
5235_EMAL4_HUMAN,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=1 SV=3,NaN,NaN,NaN,2.7241,9.7460,24.2706,3
19179_XRN1_HUMAN,5'-3' exoribonuclease 1 OS=Homo sapiens GN=XRN1 PE=1 SV=1,109.0811,NaN,NaN,NaN,3.8075,74.3003,3
3536_COBL_HUMAN,Protein cordon-bleu OS=Homo sapiens GN=COBL PE=1 SV=2,NaN,NaN,0.5984,NaN,8.2118,4.5033,3
15911_SKA3_HUMAN,Spindle and kinetochore-associated protein 3 OS=Homo sapiens GN=SKA3 PE=1 SV=2,2.6917,NaN,NaN,NaN,0.3488,1.6161,3
11159_NEB2_HUMAN,Neurabin-2 OS=Homo sapiens GN=PPP1R9B PE=1 SV=2,NaN,NaN,NaN,2.2353,1.0207,3.6289,3
11153_NDUS8_HUMAN,NADH dehydrogenase [ubiquinone] iron-sulfur protein 8_ mitochondrial OS=Homo sapiens GN=NDUFS8 PE=1 SV=1,2.0632,NaN,0.9806,NaN,10.1362,NaN,3
18880_VP26B_HUMAN,Vacuolar protein sorting-associated protein 26B OS=Homo sapiens GN=VPS26B PE=1 SV=2,2.0248,NaN,NaN,0.1436,NaN,0.8381,3
14890_RPP30_HUMAN,Ribonuclease P protein subunit p30 OS=Homo sapiens GN=RPP30 PE=1 SV=1,1.9320,NaN,NaN,0.4953,NaN,1.4895,3
5223_ELP1_HUMAN,Elongator complex protein 1 OS=Homo sapiens GN=IKBKAP PE=1 SV=3,8.3972,NaN,NaN,NaN,3.8637,8.6327,3
12808_PDPR_HUMAN,Pyruvate dehydrogenase phosphatase regulatory subunit_ mitochondrial OS=Homo sapiens GN=PDPR PE=1 SV=2,12.3682,NaN,2.8588,NaN,NaN,3.0494,3
16879_SZT2_HUMAN,Protein SZT2 OS=Homo sapiens GN=SZT2 PE=2 SV=3,98.9804,NaN,NaN,NaN,6.2507,11.6468,3
17056_TATD1_HUMAN,Putative deoxyribonuclease TATDN1 OS=Homo sapiens GN=TATDN1 PE=1 SV=2,NaN,NaN,NaN,0.5399,0.7467,2.2065,3
11228_NEXN_HUMAN,Nexilin OS=Homo sapiens GN=NEXN PE=1 SV=1,NaN,NaN,NaN,0.6794,1.5445,5.3503,3
12286_ORC5_HUMAN,Origin recognition complex subunit 5 OS=Homo sapiens GN=ORC5 PE=1 SV=1,4.4489,NaN,1.5426,NaN,NaN,0.9010,3
13189_PLCG1_HUMAN,1-phosphatidylinositol 4_5-bisphosphate phosphodiesterase gamma-1 OS=Homo sapiens GN=PLCG1 PE=1 SV=1,5.8111,NaN,6.3204,NaN,2.6690,NaN,3
5874_FA98B_HUMAN,Protein FAM98B OS=Homo sapiens GN=FAM98B PE=1 SV=1,1.8949,0.0735,NaN,NaN,NaN,1.5176,3
10389_MK10_HUMAN,Mitogen-activated protein kinase 10 OS=Homo sapiens GN=MAPK10 PE=1 SV=2,0.6582,0.4022,NaN,NaN,NaN,1.4750,3
7483_HEXA_HUMAN,Beta-hexosaminidase subunit alpha OS=Homo sapiens GN=HEXA PE=1 SV=2,3.0995,NaN,NaN,NaN,1.9053,7.3552,3
18466_UB2D2_HUMAN,Ubiquitin-conjugating enzyme E2 D2 OS=Homo sapiens GN=UBE2D2 PE=1 SV=1,0.0906,0.3838,NaN,NaN,NaN,0.4157,3
17961_TPMT_HUMAN,Thiopurine S-methyltransferase OS=Homo sapiens GN=TPMT PE=1 SV=1,0.3832,NaN,NaN,NaN,0.7417,0.4363,3
5067_EDC3_HUMAN,Enhancer of mRNA-decapping protein 3 OS=Homo sapiens GN=EDC3 PE=1 SV=1,2.4707,NaN,NaN,0.6351,0.5337,NaN,3
13114_PKH4B_HUMAN,Pleckstrin homology domain-containing family G member 4B OS=Homo sapiens GN=PLEKHG4B PE=2 SV=4,NaN,NaN,1.8719,1.8115,NaN,7.6086,3
12708_PCKGM_HUMAN,Phosphoenolpyruvate carboxykinase [GTP]_ mitochondrial OS=Homo sapiens GN=PCK2 PE=1 SV=3,3.0175,NaN,2.1343,NaN,NaN,3.8819,3
