protein.Accession,protein.Description,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
P11279,Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3,610.6851,1018.1769,4715.211,1602.699,1347.7656,1083.4857
P17301,Integrin alpha-2 OS=Homo sapiens GN=ITGA2 PE=1 SV=1,368.1531,736.92,3263.013,1299.435,887.6277,758.1927
O95793,Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=2,114.2751,154.944,760.0686,201.9954,265.0512,121.3143
Q99961,Endophilin-A2 OS=Homo sapiens GN=SH3GL1 PE=1 SV=1,85.6623,115.2333,286.2342,120.3408,205.4643,175.0644
O75044,SLIT-ROBO Rho GTPase-activating protein 2 OS=Homo sapiens GN=SRGAP2 PE=1 SV=2,69.5178,50.6622,135.0174,18.2628,98.3481,65.5239
Q8N6M0,OTU domain-containing protein 6B OS=Homo sapiens GN=OTUD6B PE=1 SV=1,121.5531,112.9872,380.0388,245.2779,72.8988,71.4348
Q9BWD1,Acetyl-CoA acetyltransferase_ cytosolic OS=Homo sapiens GN=ACAT2 PE=1 SV=2,182.4354,292.2555,1091.4774,644.9652,314.1243,355.5603
P82979,SAP domain-containing ribonucleoprotein OS=Homo sapiens GN=SARNP PE=1 SV=3,122.0115,136.7145,682.1481,303.0978,231.3168,168.4365
Q9Y6N5,Sulfide:quinone oxidoreductase_ mitochondrial OS=Homo sapiens GN=SQRDL PE=1 SV=1,39.4227,102.5034,264.7002,100.7313,121.0305,70.0212
P04818,Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3,147.0015,154.8519,886.3218,324.4581,149.9433,123.3465
P18754,Regulator of chromosome condensation OS=Homo sapiens GN=RCC1 PE=1 SV=1,100.7589,93.723,213.1635,110.9811,225.4668,77.1753
O15460,Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 PE=1 SV=1,243.1476,455.6094,1603.4562,874.8567,764.6055,584.0961
Q96FW1,Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=1 SV=2,238.9674,480.7965,2333.4759,953.0718,659.4483,487.5234
P36578,60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5,971.4951,1102.149,3845.037,1378.6167,1455.0054,902.526
O96007,Molybdopterin synthase catalytic subunit OS=Homo sapiens GN=MOCS2 PE=1 SV=1,18.8169,38.6226,244.743,111.6777,28.1961,39.6963
P61289,Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1,264.3774,420.1269,1914.2898,736.2843,541.1763,310.1163
Q9Y2I8,WD repeat-containing protein 37 OS=Homo sapiens GN=WDR37 PE=2 SV=2,26.0616,24.2823,112.017,187.2237,58.5711,32.8086
Q9BY44,Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3,288.0525,74.3715,450.2121,304.0449,92.4534,73.1913
Q9BW66,Cyclin-dependent kinase 2-interacting protein OS=Homo sapiens GN=CINP PE=1 SV=1,66.9363,86.3481,473.1384,118.7427,134.6628,102.9696
Q5PRF9,Protein Smaug homolog 2 OS=Homo sapiens GN=SAMD4B PE=1 SV=1,30.3816,124.2852,412.515,177.759,116.1402,73.35
Q6IAA8,Ragulator complex protein LAMTOR1 OS=Homo sapiens GN=LAMTOR1 PE=1 SV=2,88.7703,147.6147,615.3009,353.412,265.1817,199.5141
Q14974,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2,817.4709,974.064,4841.814,1701.0825,1382.097,1071.7668
P13929,Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5,57.9615,182.1204,411.2451,76.299,15.2442,76.4559
Q6P2E9,Enhancer of mRNA-decapping protein 4 OS=Homo sapiens GN=EDC4 PE=1 SV=1,79.9035,302.3364,1485.6348,461.8971,344.4564,244.9761
Q96HR3,Mediator of RNA polymerase II transcription subunit 30 OS=Homo sapiens GN=MED30 PE=1 SV=1,29.4723,55.0845,124.5636,59.3715,111.4509,159.5094
Q9UJX3,Anaphase-promoting complex subunit 7 OS=Homo sapiens GN=ANAPC7 PE=1 SV=4,76.0866,34.0494,324.051,225.0432,102.3711,86.5425
O75323,Protein NipSnap homolog 2 OS=Homo sapiens GN=GBAS PE=1 SV=1,48.8694,43.4163,480.7218,99.0453,54.3804,96.0168
O15212,Prefoldin subunit 6 OS=Homo sapiens GN=PFDN6 PE=1 SV=1,150.3462,93.3771,363.3987,41.0313,183.633,83.6142
P31749,RAC-alpha serine/threonine-protein kinase OS=Homo sapiens GN=AKT1 PE=1 SV=2,,173.7855,567.5052,255.5076,136.5345,129.7866
Q86U42,Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=1 SV=3,124.2084,,407.43,201.5937,87.6927,81.5652
Q6NVV1,Putative 60S ribosomal protein L13a-like MGC87657 OS=Homo sapiens PE=5 SV=1,9.6891,20.5674,,2.9226,24.4713,16.7361
O00629,Importin subunit alpha-4 OS=Homo sapiens GN=KPNA4 PE=1 SV=1,,99.0498,475.464,211.8441,48.4566,81.2814
Q9UPU5,Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens GN=USP24 PE=1 SV=3,81.5007,100.6272,1108.6824,322.1178,161.3508,
P43378,Tyrosine-protein phosphatase non-receptor type 9 OS=Homo sapiens GN=PTPN9 PE=1 SV=1,,47.7882,245.559,138.0705,72.4977,49.2948
Q9C0H2,Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 PE=1 SV=3,,69.8331,257.8356,120.5271,63.9909,46.7151
P18077,60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2,,71.0391,474.0927,182.5845,94.7124,85.7313
Q9HB07,UPF0160 protein MYG1_ mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=2,263.2425,66.4995,497.4015,251.5782,70.7649,
Q12834,Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2,,81.1134,117.909,157.6815,57.3873,34.6491
P38571,Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens GN=LIPA PE=1 SV=2,,156.8304,812.0385,289.2561,66.7056,109.2966
P02769,Serum albumin OS=Bos taurus GN=ALB PE=1 SV=4,,224.5017,158.667,216.4083,103.3026,156.0114
P78347,General transcription factor II-I OS=Homo sapiens GN=GTF2I PE=1 SV=2,129.4992,140.3766,706.425,74.8707,,88.4784
Q04323,UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=2,,96.3801,314.2914,204.7653,31.3665,36.2061
Q9NTZ6,RNA-binding protein 12 OS=Homo sapiens GN=RBM12 PE=1 SV=1,93.8583,84.0462,355.1694,458.958,,121.5231
A0AVT1,Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens GN=UBA6 PE=1 SV=1,,74.8065,447.4413,226.275,297.0447,70.3149
Q9Y2U8,Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2,,281.0058,516.5979,92.4585,57.9627,45.8163
O95347,Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2,78.0498,,430.7343,181.3851,108.4839,25.866
Q15363,Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens GN=TMED2 PE=1 SV=1,53.0766,,754.5411,275.6127,63.7839,109.3251
Q9UMS4,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1,,194.6877,1057.1364,430.335,227.958,191.5245
Q9H0S4,Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens GN=DDX47 PE=1 SV=1,,31.7886,194.391,109.3737,114.6696,72.0213
Q9Y597,BTB/POZ domain-containing protein KCTD3 OS=Homo sapiens GN=KCTD3 PE=1 SV=2,117.6072,98.6622,189.7836,704.5527,50.2869,
Q9UKV8,Protein argonaute-2 OS=Homo sapiens GN=EIF2C2 PE=1 SV=3,,82.8918,346.521,160.8261,106.9746,57.6162
O75381,Peroxisomal membrane protein PEX14 OS=Homo sapiens GN=PEX14 PE=1 SV=1,,26.6103,58.9407,27.9423,70.6665,32.8284
Q9H7D7,WD repeat-containing protein 26 OS=Homo sapiens GN=WDR26 PE=1 SV=3,,89.9922,529.5849,92.0736,83.8335,82.2261
O60762,Dolichol-phosphate mannosyltransferase OS=Homo sapiens GN=DPM1 PE=1 SV=1,,88.3638,369.8757,62.5779,64.8072,82.1697
Q9BS40,Latexin OS=Homo sapiens GN=LXN PE=1 SV=2,,61.752,242.0046,158.0463,107.4903,31.7472
O75947,ATP synthase subunit d_ mitochondrial OS=Homo sapiens GN=ATP5H PE=1 SV=3,,87.8115,598.2621,295.8399,192.0372,126.2991
Q13308,Inactive tyrosine-protein kinase 7 OS=Homo sapiens GN=PTK7 PE=1 SV=2,,52.1931,157.2378,108.2835,91.4652,84.2547
Q92520,Protein FAM3C OS=Homo sapiens GN=FAM3C PE=1 SV=1,,179.5608,110.9061,303.0918,161.4888,154.6101
Q641Q2,WASH complex subunit FAM21A OS=Homo sapiens GN=FAM21A PE=1 SV=3,,47.7498,404.4105,108.9828,46.7595,51.2997
Q96HA8,Protein N-terminal glutamine amidohydrolase OS=Homo sapiens GN=WDYHV1 PE=1 SV=2,,58.0125,294.408,99.0438,67.6137,61.3773
Q16851,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=1 SV=5,,346.8414,1742.8482,761.1534,439.5702,440.9538
Q96G23,Ceramide synthase 2 OS=Homo sapiens GN=CERS2 PE=1 SV=1,,188.8671,1001.3862,777.7515,181.2243,178.5885
Q16527,Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3,,106.9344,492.3027,325.9131,153.2505,118.9695
Q13232,Nucleoside diphosphate kinase 3 OS=Homo sapiens GN=NME3 PE=1 SV=2,,25.3005,81.8115,103.4673,33.6309,21.8793
Q14671,Pumilio homolog 1 OS=Homo sapiens GN=PUM1 PE=1 SV=3,74.6616,67.8045,369.9036,189.9552,,42.2751
Q00534,Cyclin-dependent kinase 6 OS=Homo sapiens GN=CDK6 PE=1 SV=1,50.9631,114.7482,,37.7331,92.1465,198.6735
Q9UDT6,CAP-Gly domain-containing linker protein 2 OS=Homo sapiens GN=CLIP2 PE=1 SV=1,,131.9553,314.0193,139.5948,425.5881,66.5898
Q5JXB2,Putative ubiquitin-conjugating enzyme E2 N-like OS=Homo sapiens GN=UBE2NL PE=1 SV=1,49.4226,11.6718,111.8877,22.1517,,25.887
Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens GN=RAPH1 PE=1 SV=3,,50.2683,174.6597,121.4202,70.0494,62.8296
Q8TC12,Retinol dehydrogenase 11 OS=Homo sapiens GN=RDH11 PE=1 SV=2,66.6765,,127.3365,86.0997,86.7738,48.8067
Q96KG9,N-terminal kinase-like protein OS=Homo sapiens GN=SCYL1 PE=1 SV=1,,70.2084,922.0272,143.7921,131.6592,126.0243
P48147,Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2,,242.5668,1185.3351,340.0674,311.5905,263.6202
Q99519,Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1,53.3391,63.7056,276.327,274.782,,33.6375
Q9BQG0,Myb-binding protein 1A OS=Homo sapiens GN=MYBBP1A PE=1 SV=2,,97.3467,442.7991,298.3296,268.7961,165.087
Q86YQ8,Copine-8 OS=Homo sapiens GN=CPNE8 PE=1 SV=2,,16.0743,87.8739,203.4606,31.635,10.2693
Q16270,Insulin-like growth factor-binding protein 7 OS=Homo sapiens GN=IGFBP7 PE=1 SV=1,243.6552,,312.4797,343.347,116.3616,125.1009
P55145,Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens GN=MANF PE=1 SV=3,,228.2802,1181.1723,558.1959,246.1299,184.2873
Q96FZ7,Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3,,58.0491,214.9452,104.5575,128.5917,45.9195
Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens GN=ANP32B PE=1 SV=1,,156.0051,323.2536,94.146,116.184,199.7661
Q7Z478,ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2,,109.1874,413.5752,204.5667,287.5218,117.1122
Q5RKV6,Exosome complex component MTR3 OS=Homo sapiens GN=EXOSC6 PE=1 SV=1,26.1306,29.4393,285.9783,142.4418,65.082,
O95747,Serine/threonine-protein kinase OSR1 OS=Homo sapiens GN=OXSR1 PE=1 SV=1,,120.729,870.0711,264.219,173.6406,137.3523
O95741,Copine-6 OS=Homo sapiens GN=CPNE6 PE=1 SV=3,,22.9743,182.4018,117.3246,62.4774,12.0585
P37235,Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3,,91.2513,599.1192,121.3239,90.486,72.6972
Q9Y676,28S ribosomal protein S18b_ mitochondrial OS=Homo sapiens GN=MRPS18B PE=1 SV=1,70.8,66.7668,332.1972,127.3035,,59.6208
P47813,Eukaryotic translation initiation factor 1A_ X-chromosomal OS=Homo sapiens GN=EIF1AX PE=1 SV=2,,227.6778,678.2571,184.1397,264.4449,226.5189
Q9Y295,Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1,,48.1071,205.6674,1044.4416,131.5962,392.487
P49959,Double-strand break repair protein MRE11A OS=Homo sapiens GN=MRE11A PE=1 SV=3,,32.3934,104.0046,106.9347,101.5206,54.0156
Q9Y2Z0,Suppressor of G2 allele of SKP1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3,33.5616,152.6244,,456.1866,188.1309,133.9017
Q9Y2Z4,Tyrosine--tRNA ligase_ mitochondrial OS=Homo sapiens GN=YARS2 PE=1 SV=2,,34.4748,153.3561,137.2284,45.7134,48.6255
Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3,,109.6965,641.3412,298.6098,165.6999,117.4671
Q7L273,BTB/POZ domain-containing protein KCTD9 OS=Homo sapiens GN=KCTD9 PE=2 SV=1,,60.2448,80.3871,72.8076,26.9277,20.5425
Q9Y2T2,AP-3 complex subunit mu-1 OS=Homo sapiens GN=AP3M1 PE=1 SV=1,,186.1746,690.3633,205.0818,168.2445,96.3348
Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens GN=VTA1 PE=1 SV=1,112.0086,112.6527,481.893,114.7995,58.3659,
P09543,2'_3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens GN=CNP PE=1 SV=2,153.7959,,414.0915,150.4635,103.8417,99.1422
Q92734,Protein TFG OS=Homo sapiens GN=TFG PE=1 SV=2,,44.0718,93.6504,262.3485,96.4422,52.4376
Q16739,Ceramide glucosyltransferase OS=Homo sapiens GN=UGCG PE=1 SV=1,50.9169,40.8147,,101.4258,43.9827,42.8652
Q00765,Receptor expression-enhancing protein 5 OS=Homo sapiens GN=REEP5 PE=1 SV=3,,54.3756,384.0429,122.475,56.0844,46.1166
Q9H4A5,Golgi phosphoprotein 3-like OS=Homo sapiens GN=GOLPH3L PE=1 SV=1,,13.2609,154.4277,25.062,21.7569,33.9636
P32455,Interferon-induced guanylate-binding protein 1 OS=Homo sapiens GN=GBP1 PE=1 SV=2,,37.0782,437.6559,189.8046,84.1458,53.1159
P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=1 SV=3,,97.1397,931.878,303.6717,202.7778,48.6918
Q9Y6D6,Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Homo sapiens GN=ARFGEF1 PE=1 SV=2,215.0532,287.895,906.5979,860.1102,,117.339
Q5T1M5,FK506-binding protein 15 OS=Homo sapiens GN=FKBP15 PE=1 SV=2,,68.5548,271.1082,118.2546,288.2619,53.3574
Q8IYD1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens GN=GSPT2 PE=1 SV=2,,15.8019,60.6972,24.9333,73.6203,24.3645
Q92600,Cell differentiation protein RCD1 homolog OS=Homo sapiens GN=RQCD1 PE=1 SV=1,29.7249,,352.6662,107.6892,110.346,38.7273
Q8IVD9,NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3,,42.8988,441.2592,89.7327,58.9797,34.7556
Q14126,Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2,85.8837,,317.016,398.628,38.3148,255.1413
O00566,U3 small nucleolar ribonucleoprotein protein MPP10 OS=Homo sapiens GN=MPHOSPH10 PE=1 SV=2,,55.1172,247.9977,265.6464,139.7754,77.1261
P68431,Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2,,510.6552,421.641,416.9787,661.6575,482.9475
Q9H173,Nucleotide exchange factor SIL1 OS=Homo sapiens GN=SIL1 PE=1 SV=1,,98.529,519.7515,62.4006,41.85,39.8682
Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens GN=PRKAA1 PE=1 SV=4,,75.024,1504.4397,276.6306,335.997,71.2101
P41743,Protein kinase C iota type OS=Homo sapiens GN=PRKCI PE=1 SV=2,224.8569,,149.4861,251.9724,43.1964,114.8703
Q9HAS0,Protein Njmu-R1 OS=Homo sapiens GN=C17orf75 PE=1 SV=2,,24.465,120.0249,50.448,30.5772,37.2591
O43432,Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2,,118.386,753.6096,173.0691,101.6469,113.9478
O94808,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 OS=Homo sapiens GN=GFPT2 PE=1 SV=3,,308.5164,2108.0718,86.0796,59.4666,78.1296
Q8TD16,Protein bicaudal D homolog 2 OS=Homo sapiens GN=BICD2 PE=1 SV=1,105.1845,,404.5347,257.3922,105.9135,105.6174
Q8NI27,THO complex subunit 2 OS=Homo sapiens GN=THOC2 PE=1 SV=2,,124.9227,1304.3367,158.5962,170.694,68.0958
Q2VIR3,Putative eukaryotic translation initiation factor 2 subunit 3-like protein OS=Homo sapiens GN=EIF2S3L PE=5 SV=2,,39.8484,77.0925,37.6296,33.3375,6.7425
Q14008,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3,,284.109,1058.4411,987.4191,478.8261,315.495
P36915,Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=1 SV=2,43.4745,101.772,193.9668,75.1848,115.3785,
Q9BVL4,Selenoprotein O OS=Homo sapiens GN=SELO PE=2 SV=3,60.7149,58.3317,190.2603,77.1864,54.342,
Q9NRG9,Aladin OS=Homo sapiens GN=AAAS PE=1 SV=1,257.6808,203.1663,647.4705,,316.2324,231.6456
Q9BWF3,RNA-binding protein 4 OS=Homo sapiens GN=RBM4 PE=1 SV=1,49.4058,42.0759,315.9333,,21.771,53.1357
O43324,Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens GN=EEF1E1 PE=1 SV=1,,114.3252,371.0976,60.0558,138.4974,120.6693
P49406,39S ribosomal protein L19_ mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2,,88.4922,394.5402,246.5448,132.5226,76.6737
O15400,Syntaxin-7 OS=Homo sapiens GN=STX7 PE=1 SV=4,160.7517,60.5889,,102.114,60.8079,39.1902
Q96RR4,Calcium/calmodulin-dependent protein kinase kinase 2 OS=Homo sapiens GN=CAMKK2 PE=1 SV=2,14.1987,45.33,,67.8312,18.8649,48.1164
Q9BSV6,tRNA-splicing endonuclease subunit Sen34 OS=Homo sapiens GN=TSEN34 PE=1 SV=1,,39.4353,129.6003,48.4104,29.7375,22.0803
P60953,Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2,,180.6033,308.6595,193.3932,119.5149,38.9313
P22570,NADPH:adrenodoxin oxidoreductase_ mitochondrial OS=Homo sapiens GN=FDXR PE=1 SV=3,,45.2541,303.3978,134.9526,84.1437,79.0185
P61421,V-type proton ATPase subunit d 1 OS=Homo sapiens GN=ATP6V0D1 PE=1 SV=1,92.6298,29.5965,203.7726,116.1207,76.5279,
O15078,Centrosomal protein of 290 kDa OS=Homo sapiens GN=CEP290 PE=1 SV=2,,325.7871,718.5819,190.1166,513.9771,119.8497
Q9NX08,COMM domain-containing protein 8 OS=Homo sapiens GN=COMMD8 PE=1 SV=1,,70.7607,524.6082,147.378,96.3171,58.2213
Q5T160,Probable arginine--tRNA ligase_ mitochondrial OS=Homo sapiens GN=RARS2 PE=1 SV=1,,172.6725,157.782,108.8349,219.1809,171.9804
Q9BS26,Endoplasmic reticulum resident protein 44 OS=Homo sapiens GN=ERP44 PE=1 SV=1,,127.5918,640.6152,413.7339,194.5656,157.9368
Q9HD20,Probable cation-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 PE=1 SV=2,,78.4872,837.4128,132.9894,177.5223,145.8828
Q13748,Tubulin alpha-3C/D chain OS=Homo sapiens GN=TUBA3C PE=1 SV=3,56.8269,,40.6752,168.8583,761.5698,24.849
Q68DU8,BTB/POZ domain-containing protein KCTD16 OS=Homo sapiens GN=KCTD16 PE=2 SV=1,51.4029,,246.708,112.2036,11.9196,59.7699
Q15042,Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens GN=RAB3GAP1 PE=1 SV=3,57.4368,114.1059,,195.2178,153.8688,44.9493
Q9Y2E5,Epididymis-specific alpha-mannosidase OS=Homo sapiens GN=MAN2B2 PE=1 SV=4,71.088,97.1817,171.9582,166.578,120.2046,
P52815,39S ribosomal protein L12_ mitochondrial OS=Homo sapiens GN=MRPL12 PE=1 SV=2,,116.16,511.9281,211.2429,108.1629,115.8363
Q9NQ55,Suppressor of SWI4 1 homolog OS=Homo sapiens GN=PPAN PE=1 SV=1,91.0254,,353.4453,277.9116,206.0919,57.9618
P15374,Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens GN=UCHL3 PE=1 SV=1,,88.2465,272.9661,257.8755,135.4992,103.2423
P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens GN=NDUFA6 PE=1 SV=3,,84.642,1453.3131,420.6087,102.0042,171.3174
Q9Y6M1,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=2,,128.5623,527.8974,191.0268,143.0481,100.4046
Q9BVJ6,U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=1 SV=1,,81.7434,261.2568,172.3083,124.9662,34.7328
Q8TDZ2,Protein-methionine sulfoxide oxidase MICAL1 OS=Homo sapiens GN=MICAL1 PE=1 SV=2,,118.9737,1154.8392,316.4946,186.1551,207.3036
P05067,Amyloid beta A4 protein OS=Homo sapiens GN=APP PE=1 SV=3,,42.2004,256.1715,132.7923,46.2705,73.5849
P28331,NADH-ubiquinone oxidoreductase 75 kDa subunit_ mitochondrial OS=Homo sapiens GN=NDUFS1 PE=1 SV=3,,139.1448,598.866,315.7188,138.7221,154.2522
Q96SL4,Glutathione peroxidase 7 OS=Homo sapiens GN=GPX7 PE=1 SV=1,,24.8037,248.0691,92.0136,64.5963,89.046
Q93034,Cullin-5 OS=Homo sapiens GN=CUL5 PE=1 SV=4,,62.5551,464.628,91.3038,43.6917,31.0692
Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1 OS=Homo sapiens GN=DYNC1LI1 PE=1 SV=3,,211.2417,874.0035,417.6048,252.7209,241.8588
O95297,Myelin protein zero-like protein 1 OS=Homo sapiens GN=MPZL1 PE=1 SV=1,,82.4946,184.9332,129.5004,119.5554,51.8256
Q9BZE1,39S ribosomal protein L37_ mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2,,34.455,168.5373,168.6597,85.7244,61.9134
Q9UKX7,Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2,,49.0794,151.4613,215.2506,55.1142,76.7133
Q9UKX2,Myosin-2 OS=Homo sapiens GN=MYH2 PE=1 SV=1,,18.2046,1293.9975,234.0366,100.6464,83.568
Q99666,RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens GN=RGPD5 PE=1 SV=3,,36.2721,56.4651,100.3572,86.7696,56.0301
Q9BZG1,Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1,,71.4144,371.2497,137.3607,46.4535,31.2561
Q86VI3,Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens GN=IQGAP3 PE=1 SV=2,,148.3629,522.0195,215.3784,268.1409,52.89
P46060,Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1,,174.4005,1051.3923,339.8289,410.9334,168.9708
P61966,AP-1 complex subunit sigma-1A OS=Homo sapiens GN=AP1S1 PE=1 SV=1,36.0297,,28.6185,62.6931,39.4551,28.6413
Q9BYG3,MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens GN=MKI67IP PE=1 SV=1,,28.491,64.0902,92.8281,44.4726,52.9986
Q9UI12,V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H PE=1 SV=1,,146.7222,705.9408,303.4659,207.9819,100.0338
P17480,Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1,,98.9247,513.0897,287.5332,160.9539,131.4192
Q15165,Serum paraoxonase/arylesterase 2 OS=Homo sapiens GN=PON2 PE=1 SV=3,,160.8525,390.3171,250.4973,267.9981,189.5547
Q9NY65,Tubulin alpha-8 chain OS=Homo sapiens GN=TUBA8 PE=1 SV=1,,661.5369,1644.9006,258.4026,298.4367,845.8035
Q9UKX3,Myosin-13 OS=Homo sapiens GN=MYH13 PE=1 SV=2,,51.3264,402.924,56.8794,181.6191,51.648
P07864,L-lactate dehydrogenase C chain OS=Homo sapiens GN=LDHC PE=2 SV=4,,241.4667,167.7291,97.719,72.5004,36.5952
Q99447,Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 PE=1 SV=1,,96.8262,435.4551,204.4791,123.204,57.5859
Q13595,Transformer-2 protein homolog alpha OS=Homo sapiens GN=TRA2A PE=1 SV=1,93.6213,66.867,649.2408,,194.4693,145.0614
O75348,V-type proton ATPase subunit G 1 OS=Homo sapiens GN=ATP6V1G1 PE=1 SV=3,45.6951,130.7646,,156.0942,194.2629,107.6277
P42167,Lamina-associated polypeptide 2_ isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2,,9.2523,720.3144,172.4589,196.4547,140.202
Q14012,Calcium/calmodulin-dependent protein kinase type 1 OS=Homo sapiens GN=CAMK1 PE=1 SV=1,,75.7206,280.0197,98.9868,43.9698,36.9861
Q6UW68,Transmembrane protein 205 OS=Homo sapiens GN=TMEM205 PE=1 SV=1,70.1433,120.6267,,157.1964,29.6895,85.0545
Q9NYK5,39S ribosomal protein L39_ mitochondrial OS=Homo sapiens GN=MRPL39 PE=1 SV=3,,54.7893,431.4351,167.8359,97.0743,53.7708
O14929,Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1,159.651,213.8367,,426.7353,288.2472,287.8167
Q9GZS3,WD repeat-containing protein 61 OS=Homo sapiens GN=WDR61 PE=1 SV=1,,67.26,1348.1604,281.9841,57.8535,77.5992
O15439,Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3,,77.2347,928.9332,209.58,87.9963,212.8341
Q9Y5Q0,Fatty acid desaturase 3 OS=Homo sapiens GN=FADS3 PE=2 SV=1,57.2469,59.703,379.7967,173.4804,,274.4031
