protein.Accession,protein.Description,protein.fmolOnColumn -> 1+TGFB+1+to+12_IA_final_protein,protein.ngramOnColumn -> 1+TGFB+1+to+12_IA_final_protein,protein.fmolOnColumn -> 2+None+1+to+12_IA_final_protein,protein.ngramOnColumn -> 2+None+1+to+12_IA_final_protein,protein.fmolOnColumn -> LW_120613_1NONE_REPEAT_001_IA_final_protein,protein.ngramOnColumn -> LW_120613_1NONE_REPEAT_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_2TGFB_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_2TGFB_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_3NONE_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_3NONE_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_3TGFB_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_3TGFB_001_IA_final_protein,Present_NumFiles
Q9UEY8,Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1,115.5853,9.1887,60.6984,4.8253,NaN,NaN,NaN,NaN,65.7974,5.2307,14.5358,1.1556,4
P01033,Metalloproteinase inhibitor 1 OS=Homo sapiens GN=TIMP1 PE=1 SV=1,14.41,0.3438,NaN,NaN,NaN,NaN,12.3177,0.2938,340.6921,8.1273,8.8556,0.2113,4
P24821,Tenascin OS=Homo sapiens GN=TNC PE=1 SV=3,85.5382,21.0851,NaN,NaN,NaN,NaN,65.5419,16.156,107.2717,26.4424,63.4165,15.6321,4
P55039,Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens GN=DRG2 PE=1 SV=1,62.199,2.5592,24.4773,1.0071,11.4766,0.4722,14.7272,0.606,NaN,NaN,NaN,NaN,4
Q96E11,Ribosome-recycling factor_ mitochondrial OS=Homo sapiens GN=MRRF PE=1 SV=1,NaN,NaN,5.1851,0.1524,13.0099,0.3824,18.6042,0.5468,NaN,NaN,8.3154,0.2444,4
Q6NUK4,Receptor expression-enhancing protein 3 OS=Homo sapiens GN=REEP3 PE=2 SV=1,60.0275,1.7566,14.4459,0.4227,NaN,NaN,21.3107,0.6236,39.5058,1.1561,NaN,NaN,4
P22607,Fibroblast growth factor receptor 3 OS=Homo sapiens GN=FGFR3 PE=1 SV=1,NaN,NaN,6.3415,0.5624,NaN,NaN,1.7057,0.1513,47.7779,4.2369,5.7806,0.5126,4
P63172,Dynein light chain Tctex-type 1 OS=Homo sapiens GN=DYNLT1 PE=1 SV=1,28.9447,0.367,16.0944,0.2041,NaN,NaN,NaN,NaN,189.4789,2.4026,8.8616,0.1124,4
P62487,DNA-directed RNA polymerase II subunit RPB7 OS=Homo sapiens GN=POLR2G PE=1 SV=1,8.477,0.165,7.815,0.1521,NaN,NaN,26.1575,0.5092,NaN,NaN,7.0562,0.1374,4
Q96L46,Calpain small subunit 2 OS=Homo sapiens GN=CAPNS2 PE=2 SV=2,3.3914,0.0944,6.644,0.1849,NaN,NaN,5.8412,0.1626,NaN,NaN,25.2784,0.7035,4
Q5H9R7,Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens GN=PPP6R3 PE=1 SV=2,137.0024,13.5137,32.0426,3.1606,NaN,NaN,52.8366,5.2117,NaN,NaN,33.631,3.3173,4
Q9BQ67,Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens GN=GRWD1 PE=1 SV=1,20.0576,0.9992,NaN,NaN,NaN,NaN,51.5952,2.5704,173.6608,8.6515,18.9041,0.9418,4
P21266,Glutathione S-transferase Mu 3 OS=Homo sapiens GN=GSTM3 PE=1 SV=3,195.0052,5.2682,51.3795,1.3881,NaN,NaN,75.7578,2.0467,501.9701,13.5612,NaN,NaN,4
A7E2Y1,Myosin-7B OS=Homo sapiens GN=MYH7B PE=2 SV=3,NaN,NaN,9.9274,2.2091,NaN,NaN,33.566,7.4694,99.3269,22.1031,104.7429,23.3083,4
O00625,Pirin OS=Homo sapiens GN=PIR PE=1 SV=1,27.0119,0.8705,6.4461,0.2077,NaN,NaN,NaN,NaN,34.2948,1.1052,NaN,NaN,3
P30613,Pyruvate kinase isozymes R/L OS=Homo sapiens GN=PKLR PE=1 SV=2,32.8134,2.042,NaN,NaN,11.93,0.7424,NaN,NaN,NaN,NaN,14.5512,0.9055,3
Q9NS00,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 OS=Homo sapiens GN=C1GALT1 PE=1 SV=1,15.3631,0.6554,8.3807,0.3575,NaN,NaN,6.7225,0.2868,NaN,NaN,NaN,NaN,3
Q2VIQ3,Chromosome-associated kinesin KIF4B OS=Homo sapiens GN=KIF4B PE=1 SV=2,14.5378,2.0632,NaN,NaN,NaN,NaN,91.4301,12.9755,NaN,NaN,122.2319,17.3468,3
O43731,ER lumen protein retaining receptor 3 OS=Homo sapiens GN=KDELR3 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,56.7438,1.4331,387.6474,9.79,37.3492,0.9433,3
Q8TBF2,Prostamide/prostaglandin F synthase OS=Homo sapiens GN=FAM213B PE=2 SV=1,14.9958,0.3234,NaN,NaN,6.2447,0.1347,12.1124,0.2612,NaN,NaN,NaN,NaN,3
Q2M2I8,AP2-associated protein kinase 1 OS=Homo sapiens GN=AAK1 PE=1 SV=3,22.0659,2.3087,92.0325,9.629,9.3716,0.9805,NaN,NaN,NaN,NaN,NaN,NaN,3
Q9BZQ6,ER degradation-enhancing alpha-mannosidase-like 3 OS=Homo sapiens GN=EDEM3 PE=1 SV=2,27.8813,2.9357,NaN,NaN,9.4085,0.9906,NaN,NaN,167.7183,17.6593,NaN,NaN,3
P98082,Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3,104.0299,8.5889,NaN,NaN,NaN,NaN,NaN,NaN,85.183,7.0329,101.796,8.4045,3
Q00535,Cyclin-dependent kinase 5 OS=Homo sapiens GN=CDK5 PE=1 SV=3,29.9127,1.0099,12.8298,0.4331,NaN,NaN,16.0967,0.5434,NaN,NaN,NaN,NaN,3
Q9HBM1,Kinetochore protein Spc25 OS=Homo sapiens GN=SPC25 PE=1 SV=1,11.7823,0.3088,5.0535,0.1325,NaN,NaN,19.9997,0.5242,NaN,NaN,NaN,NaN,3
P06400,Retinoblastoma-associated protein OS=Homo sapiens GN=RB1 PE=1 SV=2,47.6561,5.0999,NaN,NaN,NaN,NaN,22.3568,2.3925,327.2859,35.0245,NaN,NaN,3
Q9BW83,Intraflagellar transport protein 27 homolog OS=Homo sapiens GN=IFT27 PE=1 SV=1,11.8028,0.2451,NaN,NaN,NaN,NaN,13.4294,0.2789,NaN,NaN,6.577,0.1366,3
Q9Y4W2,Ribosomal biogenesis protein LAS1L OS=Homo sapiens GN=LAS1L PE=1 SV=2,NaN,NaN,30.3559,2.5509,NaN,NaN,27.6831,2.3263,NaN,NaN,12.939,1.0873,3
Q00403,Transcription initiation factor IIB OS=Homo sapiens GN=GTF2B PE=1 SV=1,38.5888,1.364,NaN,NaN,NaN,NaN,19.1109,0.6755,NaN,NaN,20.4137,0.7215,3
P18074,TFIIH basal transcription factor complex helicase XPD subunit OS=Homo sapiens GN=ERCC2 PE=1 SV=1,46.1887,4.0511,6.5049,0.5705,NaN,NaN,NaN,NaN,14.9215,1.3087,NaN,NaN,3
O15254,Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens GN=ACOX3 PE=1 SV=2,41.2499,3.2328,19.2953,1.5122,NaN,NaN,NaN,NaN,81.0785,6.3542,NaN,NaN,3
O00401,Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens GN=WASL PE=1 SV=2,174.2337,9.6223,NaN,NaN,NaN,NaN,155.0953,8.5653,NaN,NaN,99.475,5.4936,3
Q9NVP2,Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1,33.8609,0.7712,NaN,NaN,NaN,NaN,15.9152,0.3625,NaN,NaN,12.7517,0.2904,3
Q9H993,UPF0364 protein C6orf211 OS=Homo sapiens GN=C6orf211 PE=1 SV=1,NaN,NaN,12.611,0.6504,NaN,NaN,27.6322,1.425,NaN,NaN,18.5554,0.9569,3
Q9GZQ3,COMM domain-containing protein 5 OS=Homo sapiens GN=COMMD5 PE=1 SV=1,19.2931,0.4793,4.6335,0.1151,NaN,NaN,12.2307,0.3038,NaN,NaN,NaN,NaN,3
Q5TZA2,Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1,NaN,NaN,38.5131,8.8165,NaN,NaN,NaN,NaN,95.9323,21.9611,63.9818,14.6469,3
Q8NEM2,SHC SH2 domain-binding protein 1 OS=Homo sapiens GN=SHCBP1 PE=1 SV=3,34.233,2.6282,NaN,NaN,NaN,NaN,35.1715,2.7003,NaN,NaN,17.1842,1.3193,3
Q99081,Transcription factor 12 OS=Homo sapiens GN=TCF12 PE=1 SV=1,18.8028,1.3752,NaN,NaN,NaN,NaN,24.406,1.785,NaN,NaN,13.6888,1.0011,3
P09001,39S ribosomal protein L3_ mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,15.9373,0.6202,28.629,1.1142,19.2299,0.7484,3
Q8NFF5,FAD synthase OS=Homo sapiens GN=FLAD1 PE=1 SV=1,20.4897,1.3525,NaN,NaN,5.861,0.3869,NaN,NaN,NaN,NaN,11.7404,0.7749,3
Q8TF74,WAS/WASL-interacting protein family member 2 OS=Homo sapiens GN=WIPF2 PE=1 SV=1,NaN,NaN,15.0697,0.6984,NaN,NaN,100.133,4.6407,54.6532,2.5329,NaN,NaN,3
Q5SNT6,WASH complex subunit FAM21B OS=Homo sapiens GN=FAM21B PE=1 SV=2,75.7475,10.3837,NaN,NaN,NaN,NaN,17.7229,2.4295,96.9025,13.2837,NaN,NaN,3
Q6IAN0,Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens GN=DHRS7B PE=1 SV=2,7.6148,0.2696,NaN,NaN,NaN,NaN,NaN,NaN,98.1844,3.4761,6.0085,0.2127,3
Q7Z6M1,Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1,24.9515,1.0278,NaN,NaN,10.5976,0.4365,12.7135,0.5237,NaN,NaN,NaN,NaN,3
Q9UPN6,Protein SCAF8 OS=Homo sapiens GN=SCAF8 PE=1 SV=1,48.644,6.8521,27.1594,3.8257,NaN,NaN,30.0573,4.2339,NaN,NaN,NaN,NaN,3
Q96HA1,Nuclear envelope pore membrane protein POM 121 OS=Homo sapiens GN=POM121 PE=1 SV=2,31.9593,4.0964,18.5274,2.3748,NaN,NaN,NaN,NaN,98.7386,12.656,NaN,NaN,3
Q96G21,U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens GN=IMP4 PE=1 SV=1,NaN,NaN,8.1602,0.2764,NaN,NaN,12.854,0.4354,165.5746,5.6081,NaN,NaN,3
P26885,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens GN=FKBP2 PE=1 SV=2,55.9355,0.8849,63.3098,1.0016,NaN,NaN,NaN,NaN,NaN,NaN,44.9153,0.7106,3
Q14746,Conserved oligomeric Golgi complex subunit 2 OS=Homo sapiens GN=COG2 PE=1 SV=1,NaN,NaN,6.6702,0.5588,NaN,NaN,6.1806,0.5178,NaN,NaN,6.8184,0.5712,3
P23743,Diacylglycerol kinase alpha OS=Homo sapiens GN=DGKA PE=1 SV=3,38.0987,3.2003,26.1946,2.2003,NaN,NaN,NaN,NaN,NaN,NaN,5.6314,0.473,3
Q9UK41,Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens GN=VPS28 PE=1 SV=1,22.0661,0.5673,NaN,NaN,16.6638,0.4284,NaN,NaN,NaN,NaN,14.3278,0.3684,3
Q8N5W9,Protein FAM101B OS=Homo sapiens GN=FAM101B PE=1 SV=1,25.3233,0.5881,8.7842,0.204,52.8284,1.2269,NaN,NaN,NaN,NaN,NaN,NaN,3
Q6P1X6,UPF0598 protein C8orf82 OS=Homo sapiens GN=C8orf82 PE=1 SV=2,19.3524,0.47,9.7367,0.2365,NaN,NaN,8.0218,0.1948,NaN,NaN,NaN,NaN,3
Q9Y2H6,Fibronectin type-III domain-containing protein 3A OS=Homo sapiens GN=FNDC3A PE=1 SV=4,46.2714,6.1933,NaN,NaN,NaN,NaN,36.6965,4.9117,NaN,NaN,138.8309,18.5822,3
Q5JVS0,Intracellular hyaluronan-binding protein 4 OS=Homo sapiens GN=HABP4 PE=1 SV=1,NaN,NaN,7.2622,0.3333,15.5546,0.7139,7.334,0.3366,NaN,NaN,NaN,NaN,3
Q9BQ51,Programmed cell death 1 ligand 2 OS=Homo sapiens GN=PDCD1LG2 PE=1 SV=2,34.7632,1.0881,4.9968,0.1564,NaN,NaN,NaN,NaN,NaN,NaN,13.984,0.4377,3
Q9Y5A9,YTH domain family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2,100.5286,6.2836,NaN,NaN,NaN,NaN,34.2648,2.1417,NaN,NaN,25.9061,1.6193,3
Q6P9B9,Integrator complex subunit 5 OS=Homo sapiens GN=INTS5 PE=1 SV=1,148.7072,16.2547,NaN,NaN,NaN,NaN,12.2272,1.3365,NaN,NaN,10.8874,1.1901,3
Q9BX40,Protein LSM14 homolog B OS=Homo sapiens GN=LSM14B PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,13.6435,0.5755,20.4337,0.862,5.7168,0.2412,3
Q9NVM1,Protein FAM176B OS=Homo sapiens GN=FAM176B PE=1 SV=1,32.3043,0.5972,15.7316,0.2908,14.7816,0.2733,NaN,NaN,NaN,NaN,NaN,NaN,3
O94768,Serine/threonine-protein kinase 17B OS=Homo sapiens GN=STK17B PE=1 SV=1,22.1824,0.9519,NaN,NaN,NaN,NaN,18.9028,0.8112,NaN,NaN,5.5987,0.2403,3
Q9NQS1,Cell death regulator Aven OS=Homo sapiens GN=AVEN PE=1 SV=1,NaN,NaN,5.3607,0.2076,NaN,NaN,NaN,NaN,28.6889,1.1112,8.5364,0.3307,3
Q9Y6R0,Numb-like protein OS=Homo sapiens GN=NUMBL PE=1 SV=1,21.4187,1.4058,NaN,NaN,12.165,0.7984,NaN,NaN,57.9218,3.8016,NaN,NaN,3
Q9C0K3,Actin-related protein 3C OS=Homo sapiens GN=ACTR3C PE=2 SV=1,28.2238,0.6757,9.4032,0.2251,NaN,NaN,19.6844,0.4713,NaN,NaN,NaN,NaN,3
Q5T013,Putative hydroxypyruvate isomerase OS=Homo sapiens GN=HYI PE=1 SV=2,39.7149,1.2121,NaN,NaN,NaN,NaN,NaN,NaN,33.8107,1.0319,4.6332,0.1414,3
P29279,Connective tissue growth factor OS=Homo sapiens GN=CTGF PE=1 SV=2,21.5624,0.8693,NaN,NaN,NaN,NaN,34.385,1.3863,NaN,NaN,11.5969,0.4675,3
Q86UY8,5'-nucleotidase domain-containing protein 3 OS=Homo sapiens GN=NT5DC3 PE=2 SV=1,44.2775,2.8232,15.5519,0.9916,NaN,NaN,NaN,NaN,NaN,NaN,29.0849,1.8545,3
Q9H2J4,Phosducin-like protein 3 OS=Homo sapiens GN=PDCL3 PE=1 SV=1,21.7466,0.603,NaN,NaN,NaN,NaN,NaN,NaN,39.5811,1.0975,17.4197,0.483,3
P26022,Pentraxin-related protein PTX3 OS=Homo sapiens GN=PTX3 PE=1 SV=3,NaN,NaN,20.9892,0.893,16.8887,0.7185,NaN,NaN,56.9751,2.4241,NaN,NaN,3
Q9BT40,Inositol polyphosphate 5-phosphatase K OS=Homo sapiens GN=INPP5K PE=1 SV=3,56.9286,2.9312,10.6237,0.547,21.1695,1.09,NaN,NaN,NaN,NaN,NaN,NaN,3
Q9UIA9,Exportin-7 OS=Homo sapiens GN=XPO7 PE=1 SV=3,98.8868,12.3882,102.744,12.8714,NaN,NaN,38.9815,4.8835,NaN,NaN,NaN,NaN,3
Q01581,Hydroxymethylglutaryl-CoA synthase_ cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2,67.166,3.8865,NaN,NaN,NaN,NaN,37.4537,2.1672,135.7132,7.8529,NaN,NaN,3
Q9BXB5,Oxysterol-binding protein-related protein 10 OS=Homo sapiens GN=OSBPL10 PE=1 SV=2,105.0059,8.9012,NaN,NaN,NaN,NaN,NaN,NaN,140.3299,11.8956,7.5783,0.6424,3
Q8TD57,Dynein heavy chain 3_ axonemal OS=Homo sapiens GN=DNAH3 PE=2 SV=1,168.252,79.7649,61.7628,29.2805,NaN,NaN,172.4862,81.7722,NaN,NaN,NaN,NaN,3
O75884,Putative hydrolase RBBP9 OS=Homo sapiens GN=RBBP9 PE=1 SV=2,17.6618,0.3749,NaN,NaN,NaN,NaN,10.7641,0.2285,22.4283,0.4761,NaN,NaN,3
P49642,DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1,16.2407,0.8179,NaN,NaN,NaN,NaN,10.9793,0.5529,12.3275,0.6208,NaN,NaN,3
O00560,Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,33.5844,1.0954,124.6965,4.067,36.8085,1.2005,3
Q9BSD7,Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1,11.647,0.2439,6.5368,0.1369,NaN,NaN,NaN,NaN,NaN,NaN,14.2659,0.2987,3
Q15006,ER membrane protein complex subunit 2 OS=Homo sapiens GN=EMC2 PE=1 SV=1,NaN,NaN,16.3232,0.5714,17.3035,0.6057,23.3433,0.8171,NaN,NaN,NaN,NaN,3
P01130,Low-density lipoprotein receptor OS=Homo sapiens GN=LDLR PE=1 SV=1,16.9156,1.6741,NaN,NaN,24.3244,2.4074,27.281,2.7,NaN,NaN,NaN,NaN,3
Q9UI09,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens GN=NDUFA12 PE=1 SV=1,NaN,NaN,NaN,NaN,12.6738,0.2169,11.7396,0.2009,84.7988,1.4513,NaN,NaN,3
P23368,NAD-dependent malic enzyme_ mitochondrial OS=Homo sapiens GN=ME2 PE=1 SV=1,47.2645,3.1228,NaN,NaN,20.4416,1.3506,25.2269,1.6668,NaN,NaN,NaN,NaN,3
O15504,Nucleoporin-like protein 2 OS=Homo sapiens GN=NUPL2 PE=1 SV=1,NaN,NaN,7.2362,0.3259,7.7326,0.3483,NaN,NaN,NaN,NaN,8.7687,0.395,3
Q9H936,Mitochondrial glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1,24.6289,0.8602,8.9839,0.3138,NaN,NaN,9.8266,0.3432,NaN,NaN,NaN,NaN,3
Q15323,Keratin_ type I cuticular Ha1 OS=Homo sapiens GN=KRT31 PE=2 SV=3,NaN,NaN,4.4907,0.2185,5.9946,0.2917,1.7132,0.0834,NaN,NaN,NaN,NaN,3
Q99456,Keratin_ type I cytoskeletal 12 OS=Homo sapiens GN=KRT12 PE=1 SV=1,NaN,NaN,15.9888,0.8574,12.6544,0.6786,1.6264,0.0872,NaN,NaN,NaN,NaN,3
Q8TD19,Serine/threonine-protein kinase Nek9 OS=Homo sapiens GN=NEK9 PE=1 SV=2,51.028,5.5588,NaN,NaN,NaN,NaN,25.8919,2.8206,NaN,NaN,41.7579,4.549,3
Q8TDX7,Serine/threonine-protein kinase Nek7 OS=Homo sapiens GN=NEK7 PE=1 SV=1,39.0887,1.3684,NaN,NaN,NaN,NaN,28.0147,0.9807,NaN,NaN,15.7093,0.5499,3
P40938,Replication factor C subunit 3 OS=Homo sapiens GN=RFC3 PE=1 SV=2,35.4715,1.4669,NaN,NaN,NaN,NaN,NaN,NaN,151.6151,6.27,9.7451,0.403,3
Q6Y288,Beta-1_3-glucosyltransferase OS=Homo sapiens GN=B3GALTL PE=1 SV=2,21.0553,1.2054,8.0382,0.4602,NaN,NaN,NaN,NaN,NaN,NaN,6.5425,0.3745,3
Q9UMS0,NFU1 iron-sulfur cluster scaffold homolog_ mitochondrial OS=Homo sapiens GN=NFU1 PE=1 SV=2,7.6015,0.2177,NaN,NaN,NaN,NaN,13.9414,0.3992,39.4674,1.1301,NaN,NaN,3
O15530,3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 PE=1 SV=1,11.7856,0.7503,18.1015,1.1524,NaN,NaN,NaN,NaN,55.2371,3.5167,NaN,NaN,3
Q12841,Follistatin-related protein 1 OS=Homo sapiens GN=FSTL1 PE=1 SV=1,NaN,NaN,21.1183,0.7629,NaN,NaN,NaN,NaN,107.4192,3.8806,31.0314,1.121,3
P35240,Merlin OS=Homo sapiens GN=NF2 PE=1 SV=1,31.3692,2.1933,NaN,NaN,NaN,NaN,NaN,NaN,71.4602,4.9964,14.9315,1.044,3
Q9NPA8,Enhancer of yellow 2 transcription factor homolog OS=Homo sapiens GN=ENY2 PE=1 SV=1,NaN,NaN,NaN,NaN,61.539,0.7165,NaN,NaN,74.0664,0.8623,29.5847,0.3444,3
O43670,Zinc finger protein 207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,73.2432,3.738,152.2106,7.7682,17.3656,0.8863,3
Q9C0J8,pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2,160.8338,23.5285,82.4336,12.0593,NaN,NaN,NaN,NaN,NaN,NaN,76.3983,11.1764,3
P10589,COUP transcription factor 1 OS=Homo sapiens GN=NR2F1 PE=1 SV=1,NaN,NaN,13.795,0.6501,NaN,NaN,26.7704,1.2616,NaN,NaN,17.5695,0.828,3
O75170,Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens GN=PPP6R2 PE=1 SV=2,31.0346,3.3028,13.0292,1.3866,NaN,NaN,NaN,NaN,150.0446,15.9684,NaN,NaN,3
P42858,Huntingtin OS=Homo sapiens GN=HTT PE=1 SV=2,50.1376,17.6281,NaN,NaN,NaN,NaN,50.1405,17.6292,156.8722,55.1556,NaN,NaN,3
Q9NQ50,39S ribosomal protein L40_ mitochondrial OS=Homo sapiens GN=MRPL40 PE=1 SV=1,7.0482,0.1726,NaN,NaN,NaN,NaN,13.1962,0.3232,NaN,NaN,9.2538,0.2266,3
Q6P1Q9,Methyltransferase-like protein 2B OS=Homo sapiens GN=METTL2B PE=1 SV=3,15.3646,0.6786,7.0562,0.3117,NaN,NaN,NaN,NaN,NaN,NaN,5.0671,0.2238,3
O95837,Guanine nucleotide-binding protein subunit alpha-14 OS=Homo sapiens GN=GNA14 PE=2 SV=1,21.033,0.884,NaN,NaN,NaN,NaN,13.4351,0.5646,27.4524,1.1537,NaN,NaN,3
Q9NRX4,14 kDa phosphohistidine phosphatase OS=Homo sapiens GN=PHPT1 PE=1 SV=1,37.7199,0.5282,NaN,NaN,NaN,NaN,21.6002,0.3025,NaN,NaN,16.7011,0.2339,3
P78362,SRSF protein kinase 2 OS=Homo sapiens GN=SRPK2 PE=1 SV=3,24.3503,1.9058,NaN,NaN,NaN,NaN,12.2607,0.9596,72.4674,5.6719,NaN,NaN,3
Q96SZ6,CDK5 regulatory subunit-associated protein 1 OS=Homo sapiens GN=CDK5RAP1 PE=1 SV=2,15.7731,1.0812,NaN,NaN,NaN,NaN,NaN,NaN,42.7267,2.9287,19.3344,1.3253,3
O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Homo sapiens GN=NDUFA7 PE=1 SV=3,29.5672,0.3728,NaN,NaN,NaN,NaN,NaN,NaN,37.9276,0.4782,10.2206,0.1289,3
Q8IYU8,EF-hand domain-containing family member A1 OS=Homo sapiens GN=EFHA1 PE=1 SV=2,23.1329,1.1555,12.3279,0.6158,NaN,NaN,NaN,NaN,109.2694,5.4582,NaN,NaN,3
Q9Y4W6,AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2,16.1196,1.4353,53.0959,4.7277,NaN,NaN,NaN,NaN,80.1288,7.1347,NaN,NaN,3
O15347,High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4,19.9352,0.4615,10.191,0.2359,NaN,NaN,NaN,NaN,44.5831,1.0321,NaN,NaN,3
P24468,COUP transcription factor 2 OS=Homo sapiens GN=NR2F2 PE=1 SV=1,32.4883,1.5102,NaN,NaN,19.8638,0.9233,NaN,NaN,73.9996,3.4398,NaN,NaN,3
Q86U06,Probable RNA-binding protein 23 OS=Homo sapiens GN=RBM23 PE=1 SV=1,0.9587,0.047,NaN,NaN,1.4592,0.0715,2.4792,0.1215,NaN,NaN,NaN,NaN,3
P53611,Geranylgeranyl transferase type-2 subunit beta OS=Homo sapiens GN=RABGGTB PE=1 SV=2,NaN,NaN,41.5168,1.5614,NaN,NaN,87.9258,3.3068,109.0435,4.101,NaN,NaN,3
Q9NY61,Protein AATF OS=Homo sapiens GN=AATF PE=1 SV=1,38.3548,2.4258,NaN,NaN,NaN,NaN,89.7534,5.6766,NaN,NaN,75.7908,4.7935,3
O14925,Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens GN=TIMM23 PE=1 SV=1,NaN,NaN,18.5106,0.4093,NaN,NaN,31.8361,0.704,NaN,NaN,5.227,0.1156,3
Q86YS6,Ras-related protein Rab-43 OS=Homo sapiens GN=RAB43 PE=1 SV=1,37.1466,0.8755,15.8366,0.3732,NaN,NaN,NaN,NaN,NaN,NaN,15.0552,0.3548,3
O14972,Down syndrome critical region protein 3 OS=Homo sapiens GN=DSCR3 PE=1 SV=1,21.5167,0.7201,NaN,NaN,NaN,NaN,41.6466,1.3938,54.6486,1.8289,NaN,NaN,3
Q6PEY2,Tubulin alpha-3E chain OS=Homo sapiens GN=TUBA3E PE=1 SV=2,89.3123,4.5192,NaN,NaN,NaN,NaN,80.5697,4.0768,1044.583,52.8559,NaN,NaN,3
Q96FX7,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Homo sapiens GN=TRMT61A PE=1 SV=1,36.075,1.1444,NaN,NaN,22.2355,0.7054,NaN,NaN,46.9058,1.488,NaN,NaN,3
Q96FX8,p53 apoptosis effector related to PMP-22 OS=Homo sapiens GN=PERP PE=2 SV=1,29.5421,0.6503,12.3385,0.2716,NaN,NaN,NaN,NaN,90.0728,1.9828,NaN,NaN,3
Q16659,Mitogen-activated protein kinase 6 OS=Homo sapiens GN=MAPK6 PE=1 SV=1,97.4547,8.1188,NaN,NaN,NaN,NaN,6.4069,0.5338,48.2497,4.0196,NaN,NaN,3
P63128,HERV-K_6q14.1 provirus ancestral Gag-Pol polyprotein OS=Homo sapiens PE=3 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,55.4672,6.9201,286.8626,35.7893,58.3948,7.2854,3
O14880,Microsomal glutathione S-transferase 3 OS=Homo sapiens GN=MGST3 PE=1 SV=1,14.0112,0.2346,NaN,NaN,8.3258,0.1394,NaN,NaN,44.8981,0.7518,NaN,NaN,3
P22413,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 OS=Homo sapiens GN=ENPP1 PE=1 SV=2,36.2788,3.8852,18.3999,1.9705,NaN,NaN,30.3679,3.2521,NaN,NaN,NaN,NaN,3
A2A3N6,Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens GN=PIPSL PE=5 SV=1,3.4632,0.3317,NaN,NaN,NaN,NaN,NaN,NaN,18.2693,1.75,8.3343,0.7983,3
Q8N5K1,CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1,53.3843,0.8278,NaN,NaN,NaN,NaN,NaN,NaN,85.3659,1.3237,35.7609,0.5545,3
P55290,Cadherin-13 OS=Homo sapiens GN=CDH13 PE=1 SV=1,18.0252,1.4194,NaN,NaN,13.0846,1.0303,NaN,NaN,79.8844,6.2904,NaN,NaN,3
